text,intent,query_json
¿cuántos pagos ayer ?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
¿por qué el porcentaje de rechazos está así?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""tasa_rechazo"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""text""}"
¿cómo se distribuyen geográficamente los casos finalizados?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""estado"": ""FINALIZADO""}, ""time_range"": ""ultima_semana"", ""visualization"": ""map""}"
¿cómo se comportó el cuántas del último trimestre?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""time"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
Ver talleres norte?,LIST,"{""intent"": ""LIST"", ""entity"": ""taller"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""norte""}, ""time_range"": ""hoy"", ""limit"": 10, ""visualization"": ""table""}"
Muéstrame la tendencia de pagos durante el último mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""tasa_rechazo"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
¿puedo ver los transacciones el último año?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""limit"": 50, ""visualization"": ""table""}"
Dame el ranking de talleres por cuántos?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 50, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Muéstrame el cuánto tardan en llegar del último trimestre?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_llegada"", ""group_by"": ""dia"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
¿cuál es el cuánto dinero ha ingresado de los incidentes por falla de motor durante el año?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""tipo_codigo"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""bar""}"
¿cuántos pagos del último año ?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
Dame la evolución del monto total en esta semana?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
Dibuja los talleres en un mapa?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""map""}"
Gráfica de tendencia de casos del oeste el último año?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""time"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
Dame el ranking de incidentes por comisiones cobradas?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""none"", ""limit"": 50, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Muéstrame la lista de emergencias?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""limit"": 20, ""visualization"": ""table""}"
Cuéntame cuántos establecimientos en junio?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""kpi_card""}"
Dime el total de servicios asignados el día de ayer?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
¿cuál es la razón del aumento de reportes esta semana?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""incidente"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {""prioridad"": ""BAJA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""text""}"
¿qué factores influyen en el cuánto tardan en llegar de los incidentes?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""incidente"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""text""}"
Mapa de calor de talleres durante el año?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""map""}"
¿en qué zonas hay más casos urgentes?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""prioridad"": ""ALTA""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""map""}"
Evolución temporal de servicios asignados?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""total_comisiones"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
Dime el razón de rechazo de los pagos misceláneos?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""tasa_rechazo"", ""group_by"": ""hora"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
Compara el comisiones cobradas entre taller lento y taller ana?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Lento"", ""taller Ana""], ""visualization"": ""bar""}"
¿por qué el cuántos este está así?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""este""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""text""}"
El total de servicios asignados en el día de hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
¿qué comisión de la plataforma se registra en el último trimestre?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""kpi_card""}"
Cuéntame cuántos incidentes de batería descargada el día de hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
Necesito ver los servicios asignados en el día de hoy?,LIST,"{""intent"": ""LIST"", ""entity"": ""asignacion"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""limit"": 50, ""visualization"": ""table""}"
Compara el tiempo promedio de llegada entre taller rápido y taller rápido?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Rápido"", ""taller Rápido""], ""visualization"": ""bar""}"
Mapa de emergencias?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""map""}"
Dame el listado de establecimientos de otro tipo en esta semana?,LIST,"{""intent"": ""LIST"", ""entity"": ""taller"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultima_semana"", ""limit"": 20, ""visualization"": ""table""}"
¿cómo evolucionó el monto total de los cobros este día?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""hoy"", ""visualization"": ""line""}"
Muéstrame todos los pagos de colisión?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ultimo_anio"", ""limit"": 10, ""visualization"": ""table""}"
¿cómo evolucionó el cuánto tardan en llegar de los cobros ayer?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""avg_llegada"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ayer"", ""visualization"": ""line""}"
¿cómo evolucionó el tiempo promedio de asignación de los transacciones este día?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""avg_asignacion"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""line""}"
Dime el cuánto se ha facturado de los cobros de otro tipo?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""total_ingresos"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
¿cómo ha cambiado el total pagado en 2026?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
¿cuál es la cantidad de técnicos en 2026?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
¿qué talleres esta semana hay?,LIST,"{""intent"": ""LIST"", ""entity"": ""taller"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""limit"": 20, ""visualization"": ""table""}"
Tendencia de reportes de choque en el tiempo?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
Explícame los servicios asignados del último trimestre?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""asignacion"", ""metric"": ""tasa_rechazo"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""text""}"
Ver reportes?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""limit"": 20, ""visualization"": ""table""}"
Dame el conteo de servicios asignados del mes pasado?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""kpi_card""}"
¿cuáles son los talleres con más comisiones cobradas?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 20, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Dame el ranking de técnicos por total pagado?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""none"", ""limit"": 25, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cuántos incidentes registraron ayer?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
¿cuál es el facturación total de los talleres del sur durante el último mes?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""total_ingresos"", ""group_by"": ""hora"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
¿cómo se distribuyen geográficamente los talleres por problema de batería?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""map""}"
¿cómo va el suma de montos zona sur este mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
Ranking de técnicos por tiempo promedio de llegada?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 10, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cómo se comportó el número de del mes pasado?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
El número de de los establecimientos ayer?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""hora"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
¿qué cuántos rechazan los servicios tienen los incidentes en esta semana?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""tasa_rechazo"", ""group_by"": ""taller_id"", ""filters"": {""prioridad"": ""ALTA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
¿cómo está el tiempo medio de asignación de los incidentes anulados?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""avg_asignacion"", ""group_by"": ""hora"", ""filters"": {""estado"": ""CANCELADO""}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
¿cuáles son los establecimientos con más cantidad?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 20, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cómo se comparan taller a y taller maría en tiempo medio de asignación?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller A"", ""taller María""], ""visualization"": ""bar""}"
¿cuáles son los 10 establecimientos con mejor tiempo promedio en llegar?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""none"", ""limit"": 10, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿puedo ver los reportes de otro tipo durante el último mes?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_mes"", ""limit"": 50, ""visualization"": ""table""}"
Comparativa de tiempo promedio de llegada entre taller norte y taller ana?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Norte"", ""taller Ana""], ""visualization"": ""bar""}"
¿cómo se comparan taller b y taller oeste en cuánto dinero ha ingresado?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller B"", ""taller Oeste""], ""visualization"": ""bar""}"
¿cuál es el tiempo promedio de asignación por horario en el último año?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_asignacion"", ""group_by"": ""hora"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""bar""}"
¿qué causó el cambio en tiempo promedio de respuesta el último trimestre?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""incidente"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""text""}"
Muéstrame la lista de técnicos?,LIST,"{""intent"": ""LIST"", ""entity"": ""tecnico"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""limit"": 50, ""visualization"": ""table""}"
Lista los incidentes de motor el último año?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_anio"", ""limit"": 10, ""visualization"": ""table""}"
Ranking de mecánicos por qué tan bien calificados están?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 50, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿por qué el tiempo promedio de asignación por choque está así?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""asignacion"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ultima_semana"", ""visualization"": ""text""}"
Explícame los cobros en el día de hoy?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""hoy"", ""visualization"": ""text""}"
¿cuántos servicios asignados del último mes por pinchazo?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""kpi_card""}"
Compara el tiempo promedio para asignar entre taller juan y taller maría?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Juan"", ""taller María""], ""visualization"": ""bar""}"
¿cómo está el suma de montos de los talleres de llanta pinchada?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""sum_monto"", ""group_by"": ""tipo_codigo"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
¿cómo se comportó el cuántos rechazan los servicios del mes pasado?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""tasa_rechazo"", ""group_by"": ""time"", ""filters"": {""estado"": ""CANCELADO""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
¿qué ingresos totales se registra por horario esta semana?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""total_ingresos"", ""group_by"": ""hora"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
Dime el facturación total de los incidentes no urgentes?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""taller_id"", ""filters"": {""prioridad"": ""BAJA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
¿puedo ver los incidentes en el día de hoy?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""limit"": 10, ""visualization"": ""table""}"
Muéstrame en un mapa los establecimientos en junio?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""map""}"
Mapa de calor de casos de motor del último trimestre?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""map""}"
¿cómo se comparan taller rápido y taller este en tiempo promedio en llegar?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Rápido"", ""taller Este""], ""visualization"": ""bar""}"
Dame el conteo de servicios asignados misceláneos el día de hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
Mapa de incidentes de otro tipo?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ayer"", ""visualization"": ""map""}"
¿qué qué tan bien calificados están tienen los auxiliares en el día de hoy?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_calificacion"", ""group_by"": ""dia"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
Dame el ranking de reportes por tiempo medio de asignación?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 25, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
"¿quién tiene mejor velocidad de respuesta, taller b o taller rápido?",COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller B"", ""taller Rápido""], ""visualization"": ""bar""}"
Calcula el tiempo promedio de respuesta de cobros en 2026?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""avg_llegada"", ""group_by"": ""hora"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""bar""}"
Top 25 talleres por cuánto tardan en llegar?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 25, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Ver auxiliares centro?,LIST,"{""intent"": ""LIST"", ""entity"": ""tecnico"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""centro""}, ""time_range"": ""ultimo_mes"", ""limit"": 100, ""visualization"": ""table""}"
¿qué causó el cambio en total de la semana pasada?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""text""}"
¿cuál es la evolución de asignaciones el día de hoy?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""line""}"
Muéstrame la tendencia de transacciones de la semana pasada?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
¿cuál es la evolución de casos en junio?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""time"", ""filters"": {""estado"": ""FINALIZADO""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
Necesito saber el total pagado mensualmente el día de hoy?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""sum_monto"", ""group_by"": ""mes"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
Muéstrame en un mapa los talleres esta semana?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""map""}"
Dame el ranking de talleres por porcentaje de rechazos?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""tasa_rechazo"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""none"", ""limit"": 50, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Explica el comportamiento de servicios asignados del último trimestre?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""text""}"
Necesito ver los casos pagados ayer?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""estado"": ""PAGADO""}, ""time_range"": ""ayer"", ""limit"": 50, ""visualization"": ""table""}"
¿cuáles son los técnicos con más rating promedio?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 50, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
El total de cobros en 2026?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
Muéstrame la tendencia de asignaciones durante el año?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""avg_calificacion"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
¿qué tendencia muestran los pagos en junio?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""tasa_rechazo"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
Los talleres con mayor ganancias?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 15, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
"¿quién tiene mejor tiempo medio de llegada, taller pedro o taller c?",COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Pedro"", ""taller C""], ""visualization"": ""bar""}"
